University,Program,Degree,Entrance Semester,Decision,Decision Date,GPA,GRE Verbal,GRE Writing,GRE,Date Added,Notes
St. Johns University,School Psychology,PsyD,F21,Accepted,2021-02-19,,,,,2021-02-19,
Rutgers University - New Brunswick,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,I agree with the previous poster. Highly unprofessional but congrats to those who got in!
Rutgers University - New Brunswick,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,3.90,,,,2021-02-19,"Frustratingly unprofessional. Seems like, from info said in this forum, that they knew who they were rejecting for weeks. Just now received short mass email. Congrats and well done to everyone who got in!"
Worcester State University,School Psychology,Masters,F21,Interview,,3.42,159,4.50,159,2021-02-19,
University Of British Columbia,Psychology,Masters,F21,Other,,,,,,2021-02-19,To the people who got rejections: have you participated in the formal interviews? Could you please post in the forums about it? Thank you!
"University Of Massachusetts, Boston",School Psychology,Masters,F21,Interview,,3.42,159,4.50,159,2021-02-19,
Concordia University,Clinical Psychology,Masters,F21,Accepted,2021-02-19,,,,,2021-02-19,
Yale University,Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,
University Of Denver,Counseling Psychology,Masters,F21,Other,,,,,,2021-02-19,To the University of Denver Masters posts: did more people hear rejections? I noticed one person with an acceptance but I haven't heard anything from them yet. Any and all information would be appreciated.
La Salle University,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,3.70,,,,2021-02-19,
William Paterson University,Clinical Psychology,PsyD,F21,Other,,,,,,2021-02-19,"For the posters below who got acceptances at WP, could you share your POI? :) Congrats on your acceptances!!"
Boston University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,
Tennessee State University,Counseling Psychology,PhD,F21,Accepted,2021-02-18,3.39,,,,2021-02-19,Was surprised to hear back from this program so quickly after interviewing. *Master's GPA 3.94
Fuller Theological Seminary,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,Received an email last night that I was selected to be an alternate for the program; they will get in touch with me should an opening become available. Fingers crossed!
Boston University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,
"University Of California, Davis",Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-19,
Rutgers University,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,Got rejected. Expected as I didnâ€™t interview.
West Virginia University,Clinical Psychology,PhD,F21,Accepted,2021-01-26,,,,,2021-02-19,This is a follow-up to my post from earlier today: PI DM
George Washington,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-19,GWU poster: congrats! Would you mind sharing your POI?
London School Of Economics,Psychology Of Economic Life,Masters,F21,Accepted,2021-02-19,3.80,,,,2021-02-19,
George Washington (GW),Clinical Psychology,PhD,F21,Accepted,2021-02-19,,,,,2021-02-19,
"University Of Massachusetts, Boston",School Psychology,Masters,F21,Interview,,,,,,2021-02-19,Invited to interview on 3/5
"PhD, Adelphi University",Clinical Psychology,PhD,F21,Rejected,2021-02-16,,,,,2021-02-19,Got a rejection letter in the mail.
Utah State University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,"I did a formal interview with USU.
I received an e-mail that it was decided I would be ""wait-listed/alternate"" unless a student rejects their offer. So basically, next in line. 
"
Radford University,School Psychology,Masters,F21,Accepted,2021-02-18,,,,,2021-02-19,"Felt confident about interview, but was nervous due to number of applicants in interview! Excited to go here!"
"University Of California, Los Angeles (UCLA)",Quantitative Psychology,PhD,F21,Accepted,2021-02-19,3.93,,,,2021-02-19,Super excited to hear back with the good news!
University Of British Columbia,Clinical Psychology,Masters,F21,Rejected,2021-02-18,,,,,2021-02-19,"Received preliminary interview, but was rejected as expected. Good luck to those that made it!"
Eastern Michigan University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,Waitlisted following the interview.
College Of William And Mary,Psychology,Masters,F21,Other,,3.76,,,,2021-02-19,"To the poster 2 below, no I had interviewed with my PI and spoken to the grad director last year and was waitlisted so they didn't do an actual interview for me this year since they had everything still on file and I had been in communication for a while."
Cleveland State University,Clinical Psychology,Masters,F21,Interview,,4.00,,,,2021-02-19,
Rutgers University,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,Mass email rejection letter.
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-19,
Eastern Michigan University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,Waitlisted/rejected. 10 years of research experience and many publications and no offers. Time to go work as a waiter with my useless degree now.
Marquette University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,PI let me know I was waitlisted after the interview.
Wilfrid Laurier University,Psychology,PhD,F21,Interview,,3.50,,,,2021-02-19,Community Psychology
SUNY Binghamton,Clinical Psychology,PhD,F21,Rejected,2021-02-15,,,,,2021-02-19,
IUPUI,Clinical Psychology,PhD,F21,Accepted,2021-02-11,,,,,2021-02-19,
West Virginia University,Clinical Psychology,PhD,F21,Accepted,2021-01-26,,,,,2021-02-19,"PI emailed me to schedule Zoom meeting, during meeting me gave me offer. Followed up with email."
Oklahoma State University,Clinical Psychology,PhD,F21,Rejected,2021-02-10,,,,,2021-02-19,
University Of Kansas,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-19,
Rutgers University - New Brunswick,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,
Duquesne University,Clinical Psychology,PhD,S21,Interview,,4.00,,,,2021-02-19,Interviewed on 2/5/21
McGill University,Experimental Psychology,PhD,F21,Other,,,,,,2021-02-19,"Has anyone heard anything from the experimental program, initial Zoom interviews, etc? (POI: DT)"
"University Of California, Los Angeles (UCLA)",Psychology,PhD,F21,Accepted,2021-02-19,,,,,2021-02-19,
Eastern Michigan University,Clinical Psychology,PhD,F21,Wait listed,,3.85,164,5.00,159,2021-02-19,I interviewed with MB and CP; received the email today about being wait listed. I'm not surprised because they are limited this year to take a smaller cohort. Congrats to those who received initial offers!
Rutgers University - New Brunswick,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,3.84,,,,2021-02-19,"Well I'm sad. First choice but must keep head up, other opportunities"
William James College,School Psychology,Masters,F21,Accepted,2021-02-12,,,,,2021-02-19,"Notified first by phone, acceptance on their application site was updated on Feb 17 but never received notice to check. Got my financial aid Feb 18"
Ball State University,Counseling Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-19,
Rutgers University - New Brunswick,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,3.47,,,,2021-02-19,"Super long rejection email. Even with 7 yrs clinical experience and research pubs, I didn't except to get in due to low GPA."
Fordham University,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,
Rutgers University,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,
Rutgers University,Clinical Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,Mass email
James Madison University,Clinical And School Psychology,PsyD,F21,Rejected,2021-02-19,,,,,2021-02-19,I contacted director and they said all interviews had been sent out
"University Of Nevada, Las Vegas (UNLV)",School Psychology,Other,F21,Interview,,,,,,2021-02-19,Ed.S. Interview either Tuesday or Wednesday next week.
University Of Vermont,GE/Experimental Psychology,PhD,F21,Rejected,2021-02-19,,,,,2021-02-19,"I interviewed directly with the PI and the entire faculty - I actually thought I was going to get this position as I had spoken to the PI a number of times. I was surprisingly rejected, likely due to factors outside of my immediate control."
UT Southwestern,Clinical Psychology,PhD,F21,Accepted,2021-02-15,,,,,2021-02-19,Received the offer on Monday the 15th and formally accepted Wed the 17th.
"University Of California, Davis",Developmental Psychology,PhD,F21,Rejected,2021-02-19,,,,,2021-02-19,
Yale University,Clinical Psychology,PhD,F21,Rejected,2021-02-19,,,,,2021-02-19,
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-19,
UNC Greensboro,Clinical Psychology,PhD,F21,Accepted,2021-02-19,,,,,2021-02-19,I received an email from the PI SVS asking me to call her where she gave me the offer!
Emory University,Psychology,PhD,F21,Accepted,2021-02-19,,,,,2021-02-19,
University Of Alberta,Psychology,Masters,F21,Accepted,2021-01-27,3.40,,,,2021-02-19,
Yale University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Received an email to check my application portal for a status update to then see a generic rejection letter.
"Learning Sciences, University Of Wisconsin-Madison",Educational Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
"Learning Sciences, University Of Wisconsin-Madison",Educational Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of British Columbia,Social Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
Yale University,Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-18,"Official offer, emailed to check portal"
"University Of California, Davis",Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Received email that application was not successful. Official notification will be out next week.
University Of Texas At Tyler,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-18,
University Of Michigan (Ann Arbor),Clinical Psychology,PhD,F21,Rejected,2021-01-15,3.89,,,,2021-02-18,
"University Of Nevada, Las Vegas (UNLV)",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
"University Of Nevada, Las Vegas (UNLV)",Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,Waitlisted post-interview
"University Of Nevada, Las Vegas (UNLV)",Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,"Waitlisted after the interview, good luck to everyone else!"
Yale University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,"To other posters who got rejected from Yale. I am pretty sure I am rejected since there are no interview notifications. But when I checked my email, there is no rejection email and none on the portal? What does this mean"
University Of Illinois,Industrial Organizational Psychology,PhD,F21,Rejected,2021-02-15,,,,,2021-02-18,
The University Of Georgia,Industrial Organizational Psychology,PhD,F21,Other,,,,,,2021-02-18,"Received an email stating that faculty made initial offers of admission and waitlists. I am below the waitlist but they did not reject my application, as it is still under consideration."
University Of Rochester,Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,got an email notification and make me check the portal. a generic rejection letter
UNC Greensboro,Clinical Psychology,PhD,F21,Accepted,2021-02-18,3.90,,,,2021-02-18,Just informed by PI KE via email that Iâ€™ve been accepted in to the program and will receive a formal invitation soon! I did not submit GRE scores this round because they were waived due to COVID.
East Tennessee State University (ETSU),Clinical Psychology,PhD,F21,Accepted,2021-02-15,,,,,2021-02-18,
UC Irvine,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,I was emailed the offer by the department. A few days later I received an email to check my portal & there I got instructions on how to formally accept the offer I was previously emailed.
"University Of California, Davis",Developmental Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,email from department to notify the application result and said that the official notification from the grad school will come soon
Uc Irvine,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,To the previous poster: i was wondering did the department email you with the decision? or was it updated on the portal? thanks!
Yale University,Psychology,PhD,F21,Accepted,2021-02-16,,,,,2021-02-18,
Radford University,School Psychology,Masters,F21,Accepted,2021-02-18,3.78,,,,2021-02-18,Totally thought I blew my interview. Super excited!
York University,Adult Clinical Psychology,Masters,F21,Rejected,2021-02-15,,,,,2021-02-18,
University Of Utah,School Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
"University Of Colorado, Boulder",Social Psychology,PhD,F21,Rejected,2021-02-18,3.70,,,,2021-02-18,GPA is graduate. Got an email to the application portal. Very impersonal rejection
University Of British Columbia,Clinical Psychology,Masters,F21,Rejected,2021-02-18,,,,,2021-02-18,
Loyola Marymount University,School Psychology,Other,F21,Interview,,,,,,2021-02-18,E.d.S
Idaho State University,Experimental Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,Reached out for an update to find out I have been wait-listed. Feeling hopeful!
Ohio University,Experimental Psychology,PhD,F21,Rejected,2021-02-18,4.00,,,,2021-02-18,"FINALLY received generic email notifying me that ""The program's Admission Committee has reviewed your materials and determined that as a whole, your application was not as strong as others under consideration."" I was never invited for interview. I'm currently earning 4.0's in an Experimental Psychology Masters program with research experience. So, ""not a strong application"" just means that you're not a ""perfect fit"" for what the faculty is interested in researching. Anyone else who got rejected, keep your chin up."
University Of Wisconsin-Madison,Educational Psychology,PhD,F21,Accepted,2021-02-18,3.92,,,,2021-02-18,
Yale University,Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of British Columbia,Psychology,Masters,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of British Columbia,Clinical Psychology,Masters,F21,Rejected,2021-02-18,,,,,2021-02-18,
"University Of Nevada, Las Vegas (UNLV)",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Email to check portal. Generic rejection
McGill University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,3.71,,,,2021-02-18,Emailed POI to check up and they said their lab was full... Welp!
University Of British Columbia,Clinical Psychology,PhD,F21,Rejected,2021-02-18,3.71,,,,2021-02-18,
Marquette University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,To the person accepted at Marquette. Congratulations! Are you willing to list your PI?
University Of Southern Mississippi,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of Utah,Counseling Psychology,PhD,F21,Other,,,,,,2021-02-18,To the post below. Congratulation on getting accepted. Would you mind sharing who your PI is?
Yale University,Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,MS GPA 4.0
East Carolina University (ECU),Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,"Email from POI: EE letting me know I am an alternate. I just accepted elsewhere today and let him know, so I am no longer on the alternate list. Good luck to those who interviewed!"
University Of Utah,Counseling Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-18,
Yale University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Generic rejection email that they received too many applications
University Of Washington,Social Psychology,PhD,F21,Other,,,,,,2021-02-18,Has anyone heard any information regarding interviews or an interview invite from SC? I know that notifications will be decided in mid-April.
Yale University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"Email to check application status, leading to generic rejection letter."
Yale University,Social Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
Rhode Island College,School Psychology,Masters,F21,Interview,,,,,,2021-02-18,"Received email invitation for virtual group and individual interview to be scheduled on March 2nd, 2021."
Radford University,School Psychology,Masters,F21,Accepted,2021-02-18,,,,,2021-02-18,Received email from program of acceptance to program. The letter stated they are still waiting for allocation of Graduate Assistantships and will be later notified if selected for a GA.
"University Of Illinois, Chicago (UIC)",Psychology (Community Prevention & Research),PhD,F21,Accepted,2021-02-18,3.95,,,,2021-02-18,Informal offer via phone. A formal offer to come by email.
Yale University,Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"Email to check application portal, generic rejection note. I did not receive an interview."
Yale University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
Yale University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
UNC Charlotte,Clinical Health Psychology,PhD,F21,Rejected,2021-02-15,,,,,2021-02-18,
UNC Chapel Hill,Clinical Psychology,PhD,F21,Rejected,2021-02-10,,,,,2021-02-18,
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,3.80,,,,2021-02-18,Received an email from admissions saying that they could not offer me admissions at this time. This wasn't surprising since I saw that a lot of people got interviewed back in January. Good luck to everyone else! POI: TA
Temple University,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-18,
University Of Hartford,Clinical Psychology,PsyD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,4.00,,,,2021-02-18,
University Of Wisconsin-Madison,Educational Psychology,PhD,F21,Rejected,2021-02-16,,,,,2021-02-18,Seems like my academic interest did not match with the faculty member I hoped to work with.
Vanderbilt University,Cognitive Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-18,
College Of William And Mary,Psychology,Masters,F21,Other,,,,,,2021-02-18,PI informed me that they might not be able to take me on next year unless someone else is not taking student/someone is declining...
Emory University,Psychology,PhD,F21,Interview,,3.49,,,,2021-02-18,Applied to Behavioral & Systems Neuroscience Concentration with a Graduate GPA of 3.7; Informal interview invite from POI via email.
"University Of California, Irvine",Clinical Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-18,I received a call from the PI a week or so after interview day and an official offer last week. Not comfortable sharing PI initials.
University Of Hartford,Clinical Psychology,PsyD,F21,Rejected,2021-02-18,,,,,2021-02-18,Email that portal had been updated
"University Of California, Irvine",Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,Has anyone heard back from UCI after the interview day?
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,simple email for rejection.
Adelphi University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Letter came in the mail informing me of my rejection.
University Of Toronto,Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Checked application portal and it said Decision Made
University Of Hartford,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-18,Received an interview invitation via email. Remaining interview dates include 02/26 and 03/04.
University Of Texas At Tyler,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-18,Email from Admissions. POI: SS
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,3.41,,,,2021-02-18,Via email to check portal. I was not interviewed.
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of Texas At Arlingtonton,Industrial Organizational Psychology,Masters,F21,Interview,,,,,,2021-02-18,
Fordham University,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Mass rejection email from DCT after interview
University Of Hartford,Clinical Psychology,Other,F21,Other,,,,,,2021-02-18,To the poster below: Not sure if they have sent out all invites. It also does not inform me if all of the spots have been filled. Sorry I wasn't able to give you more info!
University Of Western Ontario,School And Applied Child Psychology (SACP),Masters,F21,Interview,,,,,,2021-02-18,Email from a prof I did not list as a POI; am unsure as to the purpose of the interview
University Of Colorado Colorado Springs,Clinical Psychology,Masters,F21,Rejected,2021-02-18,,,,,2021-02-18,"Emailed the director asking when we would hear back, and they said I will not be offered admission and my portal should be updated shortly."
Nazareth College,Speech Language Pathology,Masters,S21,Rejected,2021-02-17,,,,,2021-02-18,"Not a high GPA, a lot of experience with children who have developmental disabilities, great letters of recommendation. Undergrad in Psychology."
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"TTPB, are you comfortable sharing which PI said they would likely not receive funding? Thank you!"
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
"Psychiatric And Statistical Genetics Psychology, University Of Colorado, Boulder",Behavioral,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"1a/0w/1r out of three applications. 5 years of research (2 psychology labs, 1 molecular biology/neuroscience). 95th/91st percentile GRE. 1 first authorship. Disappointed but understandable that it just wasn't enough to make up for my 3.2 GPA. Good luck to the other applicants!"
Clark University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,PI: AH
UC Davis,Social Psychology,PhD,S21,Rejected,2021-02-18,,,,,2021-02-18,they said my research did not match up with the facultysâ€™ research :/
University Of Wisconsin-Milwaukee,Counseling Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-18,
"University Of Colorado, Boulder",Cognitive Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"Email to check portal for status update. Did not receive an interview so not surprised, but bummed as I had a really good prelim talk with my PI before applying and he said I would be a great fit. :/ oh well"
"University Of California, Davis",Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,3.20,,,,2021-02-18,Automatic email. My POI said she likely wouldnâ€™t get funding this year so Iâ€™m not shocked.
Texas State University,School Psychology,Masters,F21,Accepted,2021-02-10,,,,,2021-02-18,
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of Colorado Boulder,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Generic rejection letter in portal.
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Got an email to check portal. Did not interview here
"University Of Colorado, Boulder",Cognitive Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"Note to check application portal, generic rejection note. I did not receive an interview."
University Of Colorado - Boulder,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Standard email to check application portal
"University Of Colorado, Boulder",Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
"University Of California, Davis",Quantitative Psychology,PhD,S21,Rejected,2021-02-18,,,,,2021-02-18,
University Of Florida,School Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-18,
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Not surprising as I didn't get an interview
"University Of California, Davis",Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"personal email from graduate coordinator; applied to quantitative psych; not surprised since I didn't get an interview. 4 years of post masters experience in quantitative research, using doctoral level statistics; strong LORs - 1 really well known and connected to POI; didn't submit gre. Hope that helps future applicants and congrats to those accepted!"
Rutgers University - Camden,Psychology,Masters,F21,Accepted,2021-02-17,3.40,,,,2021-02-18,
Nazareth College,Speech Language Pathology,Masters,S21,Rejected,2021-02-17,,,,,2021-02-18,"Not a high GPA, a lot of experience with children who have developmental disabilities, great letters of recommendation. Undergrad in Psychology."
University Of Utah,Counseling Psychology,PhD,F21,Other,,,,,,2021-02-18,Has anyone heard any updates from the program?
William Paterson University,Clinical Psychology,PsyD,F21,Accepted,2021-02-18,,,,,2021-02-18,
Northern Arizona University,School Psychology,Other,F21,Accepted,2021-02-18,,,,,2021-02-18,"Received an email from NAU's grad school (not dept) accepting me! EdS program at Flagstaff, interview was last Friday 2/12"
Western Michigan University,Counseling Psychology,PhD,F21,Accepted,2021-02-15,,,,,2021-02-18,Informal acceptance via email with formal notice to come
University Of Ottawa,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,"Got an email saying my status was updated, checked the website, and was ""refused""."
Clark University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,Has anyone heard from Clark POI MA?
IUP,Clinical Psychology,PsyD,F21,Wait listed,,,,,,2021-02-18,On the waitlist. Really hoping to get in!
Clark University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,Received email from PI (EC) letting me know I am on the waitlist.
Clark University,Clinical Psychology,PhD,F21,Other,,,,,,2021-02-18,to the clark poster - do you know if all primary offers came out yesterday or just AH? thx + good luck!!
Clark University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,Email from POI (AH) stating that I have been waitlisted
Fairleigh Dickinson University,Clinical Psychology,PhD,F21,Rejected,2021-02-09,,,,,2021-02-18,Rejected via email on 2/9.
University Of Denver,Clinical Psychology,PsyD,F21,Rejected,2021-01-13,,,,,2021-02-18,Rejected via email on 1/13.
Spalding University,Clinical Psychology,PsyD,F21,Wait listed,,,,,,2021-02-18,Waitlisted for interview via email on 1/22.
University Of Georgia,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-02-18,
Nova Southeastern University,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-18,Invited via email to interview on 2/22.
William James College,Clinical Psychology,PsyD,F21,Accepted,2021-02-05,,,,,2021-02-18,Accepted via email after interview on 1/29.
Williams College,Clinical Psychology,PsyD,F21,Accepted,2021-02-05,,,,,2021-02-18,Accepted via email after interview on 1/29.
University Of Utah,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
UNC Chapel Hill,Developmental Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,Email to check portal
University Of Kentucky,Clinical Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,
Wayne State University,Clinical Psychology,PhD,F21,Interview,,,,,,2021-02-18,
Marywood University,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-18,
Indiana State University,Clinical Psychology,PsyD,F21,Wait listed,,,,,,2021-02-18,Was notified that only 8 people were accepted. Very happy to be listed as an alternate
William Paterson University,Clinical Psychology,PsyD,F21,Accepted,2021-02-18,,,,,2021-02-18,
William Paterson University,Clinical Psychology,PsyD,F21,Accepted,2021-02-18,,,,,2021-02-18,
William Paterson University,Clinical Psychology,PsyD,F21,Accepted,2021-02-18,,,,,2021-02-18,
University Of Toronto,Psychology,PhD,F21,Rejected,2021-02-18,,,,,2021-02-18,No interview.
University Of Cincinnati,Speech Language Pathology,Masters,F21,Accepted,2021-02-15,3.24,159,4.00,147,2021-02-18,Accepted as an out-of-field applicant (psychology) with a low GPA (3.24) but a GPA of 3.78 in CSD pre-reqs. Can't believe it! Don't let a low GPA stop you from applying! Never thought I'd get in first round! :)
Northeastern University,School Psychology,Masters,F21,Interview,,3.42,159,4.50,159,2021-02-18,
Tufts University,School Psychology,Masters,F21,Interview,,3.42,159,4.50,159,2021-02-18,
Baylor University,School Psychology,Masters,F21,Accepted,2021-02-17,3.42,159,4.50,159,2021-02-18,
University Of Denver,Counseling Psychology,Masters,F21,Rejected,2021-02-18,,,,,2021-02-18,"Got an email my application status was updated. Said the pool of applicants was very strong this year and they were unable to admit applicants who would normally get accepted..sucks, was my top choice. Oh well."
Marywood University,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-02-18,
Fordham University,Quantitative Psychology,PhD,F21,Accepted,2021-02-18,,,,,2021-02-18,Email to check portal
Drexel University,Clinical Psychology,PhD,F21,Accepted,2021-02-13,,,,,2021-02-18,POI: NG
Virginia Commonwealth University,Educational Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-18,Very exciting.
"University Of California, Irvine",Psychology,PhD,F21,Other,,,,,,2021-02-18,"To anybody who attended the zoom interviews in Late January, has anybody heard back from the program?"
Drexel University,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-18,
Ball State University,Counseling Psychology,PhD,F21,Accepted,2021-02-17,,,,,2021-02-18,Received an email from the training director this morning with an offer letter including the name of my preferred advisor! BA - PhD track.
PGSP-Standord Psy.D. Consortium,Clinical Psychology,PsyD,F21,Rejected,2021-02-17,,,,,2021-02-18,"3rd time applying this, 3rd time being rejected. I thought this program cares about diversity, and they would at least give international students a shot to show what they capable of. Unfortunately, the program don't really care about international students throughout these years. But anyway, congrats on those who got their offers, and I won't waste my time on applying this program again"
University Of Utah,Psychology,PhD,F21,Rejected,2021-02-04,,,,,2021-02-18,I got an email notification and made me checked the final decision on the application portal website
Clark University,Developmental Psychology,PhD,F21,Other,,,,,,2021-02-17,Anyone heard anything from the developmental psychology program?
Fordham University,Applied Developmental Psychology,PhD,F21,Other,,,,,,2021-02-17,I emailed the office of admissions and they replied that I should expect results within 2 weeks. Still haven't been contacted for an interview so I don't have much hope.
"University Of Colorado, Boulder",Social Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,"Reached out to PI (EP) for an update on a decision since I attended the recruitment day in January. I was, unfortunately, rejected."
University Of Kansas,Clinical Psychology Child,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,Email to check portal. Didn't interview so no surprise there
Drexel University,Clinical Psychology,PhD,F21,Rejected,2021-02-17,,,,,2021-02-17,"Email to check portal.. not even a formal rejection letter, just posted"
